movieId,genre
165,Comedy
165,Crime
165,Drama
166,Drama
167,Action
167,Drama
167,Romance
168,Adventure
168,Children
168,Drama
169,Action
169,Adventure
169,Crime
169,Thriller
170,Comedy
170,Drama
171,Action
171,Sci-Fi
171,Thriller
172,Action
172,Crime
172,Sci-Fi
173,Comedy
174,Drama
175,Comedy
176,Horror
177,Comedy
177,Drama
178,Drama
178,Romance
179,Comedy
179,Romance
180,Action
180,Children
181,Drama
181,Romance
182,Comedy
182,Horror
182,Thriller
183,Drama
184,Action
184,Crime
184,Thriller
185,Comedy
185,Romance
186,Comedy
187,Fantasy
187,Horror
187,Mystery
188,Comedy
188,Fantasy
189,Thriller
190,Drama
190,Romance
191,Documentary
192,Drama
193,Comedy
193,Drama
194,Comedy
194,Drama
194,Romance
195,Horror
195,Sci-Fi
196,Drama
197,Action
197,Crime
197,Drama
197,Mystery
197,Sci-Fi
197,Thriller
198,Drama
198,Musical
198,Romance
199,Thriller
200,Drama
200,Fantasy
201,Drama
201,Romance
202,Comedy
203,Action
204,Comedy
204,Drama
205,Documentary
206,Drama
206,Romance
207,Action
207,Adventure
207,Sci-Fi
208,Drama
209,Western
210,Drama
211,Adventure
211,Comedy
211,Crime
211,Mystery
212,Drama
213,Drama
213,War
214,Drama
214,Romance
215,Comedy
216,Drama
216,Thriller
217,Comedy
217,Drama
218,Drama
219,Horror
220,Drama
220,Romance
221,Comedy
222,Comedy
222,Drama
222,Romance
223,Drama
223,Thriller
224,Thriller
225,Action
225,Thriller
226,Comedy
227,Drama
227,Thriller
228,Drama
228,Thriller
229,Adventure
229,Comedy
230,Comedy
230,Drama
230,Romance
231,Drama
232,Comedy
233,Comedy
233,Drama
234,Action
234,Comedy
234,Romance
235,Comedy
235,Romance
236,Adventure
236,Children
237,Animation
237,Children
237,Comedy
237,Romance
238,Thriller
239,Children
239,Drama
240,Drama
240,Musical
241,Children
241,Comedy
241,Fantasy
242,Animation
242,Children
243,Crime
243,Drama
244,Documentary
245,Crime
245,Drama
246,Comedy
247,Drama
247,Romance
248,Children
248,Comedy
249,Action
250,Comedy
250,Romance
251,Drama
251,Horror
252,Drama
253,Comedy
254,Comedy
254,Sci-Fi
255,Mystery
255,Thriller
256,Adventure
256,Children
256,Comedy
256,Fantasy
256,Romance
257,Crime
257,Drama
257,Thriller
258,Action
258,Adventure
258,Sci-Fi
259,Drama
260,Children
260,Drama
261,Drama
262,Drama
263,Drama
263,Fantasy
263,Romance
264,Drama
264,Romance
264,War
264,Western
265,Comedy
266,Crime
266,Drama
267,Drama
268,Drama
268,Romance
269,Drama
270,Comedy
270,Drama
271,Drama
271,Horror
271,Sci-Fi
272,Comedy
273,Comedy
274,Comedy
274,Romance
275,Drama
276,Comedy
277,Drama
278,Drama
278,Thriller
279,Comedy
279,Drama
279,Romance
280,Drama
281,Crime
281,Drama
282,Action
282,Crime
283,Drama
283,Horror
284,Action
284,Sci-Fi
284,Thriller
285,Comedy
285,Romance
286,Action
286,Crime
286,Thriller
287,Comedy
287,Romance
288,Crime
288,Drama
289,Drama
289,Thriller
290,Action
290,Drama
290,Sci-Fi
290,Thriller
291,Action
291,Crime
291,Drama
291,Thriller
292,Comedy
292,Romance
293,Comedy
293,Romance
294,Comedy
294,Crime
294,Drama
294,Thriller
295,Drama
296,Drama
297,Drama
298,Drama
299,Drama
299,Romance
300,Drama
300,Romance
301,Action
301,Thriller
301,Western
302,Comedy
302,Drama
303,Comedy
304,Drama
305,Drama
306,Comedy
306,Drama
307,Drama
308,Comedy
309,Horror
309,Thriller
310,Comedy
311,Animation
311,Children
312,Children
312,Drama
312,Fantasy
312,Mystery
313,Action
313,Drama
313,Thriller
314,Action
314,Adventure
314,Sci-Fi
315,Comedy
315,Drama
315,Fantasy
316,Crime
316,Drama
317,Comedy
317,Drama
317,Thriller
318,Film-Noir
318,Thriller
319,Drama
320,Comedy
320,Drama
321,Comedy
321,Drama
322,Comedy
323,Drama
324,Action
324,Comedy
324,Sci-Fi
325,Horror
325,Thriller
326,Adventure
326,Drama
326,Sci-Fi
327,Action
327,Crime
327,Horror
328,Drama
329,Horror
329,Sci-Fi
330,Comedy
331,Drama
332,Mystery
332,Thriller
333,Drama
333,War
334,Drama
335,Action
335,Sci-Fi
335,Thriller
336,Comedy
336,Romance
337,Adventure
337,Drama
337,War
338,Drama
339,Comedy
340,Children
341,Comedy
342,Comedy
342,Drama
343,Drama
343,Musical
344,Drama
344,Film-Noir
344,Romance
345,Comedy
346,Action
346,Crime
346,Drama
346,Thriller
347,Drama
347,Mystery
347,Thriller
348,Comedy
348,Drama
348,Romance
349,Comedy
349,Drama
350,Action
350,Crime
350,Fantasy
350,Thriller
351,Drama
352,Children
352,Comedy
352,Fantasy
353,Comedy
353,Drama
353,Romance
353,War
354,Comedy
354,Romance
355,Drama
356,Comedy
356,Drama
356,Romance
357,Action
357,Comedy
358,Comedy
358,Drama
358,Romance
359,Adventure
359,Children
359,Romance
360,Documentary
361,Adventure
361,Animation
361,Children
361,Drama
361,Musical
361,IMAX
362,Drama
363,Drama
363,Horror
363,Mystery
363,Thriller
364,Action
364,Comedy
364,Crime
364,Fantasy
365,Adventure
365,Comedy
365,Western
366,Drama
367,Action
367,Comedy
368,Comedy
368,Drama
369,Comedy
369,Drama
369,Romance
370,Thriller
371,Children
371,Comedy
372,Drama
373,Action
373,Thriller
374,Action
374,Romance
374,Thriller
375,Comedy
375,Romance
376,Action
376,Sci-Fi
376,Thriller
377,Action
377,Adventure
377,Comedy
377,Romance
377,Thriller
378,Drama
378,Romance
379,Drama
379,Horror
379,Romance
379,Thriller
380,Western
381,Action
381,Crime
381,Drama
382,Drama
383,Drama
384,Action
384,Comedy
385,Drama
386,Drama
386,Romance
386,War
387,Action
387,Crime
387,Drama
388,Crime
388,Drama
389,Adventure
389,Animation
390,Action
390,Adventure
390,Fantasy
391,Comedy
392,Drama
392,Fantasy
392,Romance
393,Drama
394,Horror
395,Documentary
396,Drama
397,Drama
398,Action
398,Thriller
399,Comedy
400,Comedy
400,Crime
400,Drama
401,Documentary
402,Action
402,Fantasy
403,Drama
404,Horror
404,Thriller
405,Drama
406,Crime
406,Drama
407,Children
407,Comedy
407,Fantasy
408,Comedy
408,Documentary
409,Drama
410,Comedy
411,Comedy
412,Comedy
412,Thriller
413,Western
414,Comedy
414,Romance
415,Drama
416,Comedy
417,Action
417,Comedy
417,Crime
417,Thriller
418,Adventure
418,Children
418,Drama
419,Thriller
420,Action
420,Thriller
421,Drama
422,Drama
422,Romance
423,Horror
423,Sci-Fi
423,Thriller
424,Drama
424,Mystery
424,Romance
424,Thriller
425,Drama
426,Comedy
427,Comedy
427,Drama
428,Crime
428,Drama
429,Adventure
429,Comedy
429,Western
430,Comedy
431,Action
431,Adventure
431,Thriller
432,Comedy
432,Sci-Fi
433,Drama
433,Thriller
434,Comedy
435,Action
435,Comedy
435,Drama
436,Drama
437,Comedy
437,Romance
438,Comedy
439,Action
439,Adventure
439,Sci-Fi
440,Adventure
440,Documentary
441,Comedy
441,Romance
442,Comedy
443,Drama
443,Romance
444,Comedy
444,Romance
445,Drama
446,Comedy
447,Comedy
447,Drama
448,Drama
448,Mystery
448,Romance
449,Drama
450,Comedy
450,Romance
451,Drama
451,Thriller
452,Adventure
452,Children
452,Drama
453,Crime
453,Drama
453,Thriller
454,Thriller
455,Drama
455,Western
456,Action
456,Adventure
456,Crime
456,Drama
456,Romance
456,Thriller
457,Comedy
458,Drama
458,Romance
459,Action
459,Adventure
460,Crime
460,Drama
460,Thriller
461,Action
461,Adventure
461,Crime
461,Thriller
462,Action
462,Drama
462,War
463,Action
463,Comedy
463,War
464,Comedy
465,Comedy
465,Romance
466,Drama
466,Romance
467,Comedy
468,Comedy
469,Comedy
469,Drama
470,Comedy
470,War
471,Action
471,Thriller
472,Drama
473,Comedy
473,Drama
474,Drama
474,Musical
475,Comedy
475,Crime
475,Drama
476,Action
476,Crime
476,Thriller
477,Action
477,Adventure
477,Sci-Fi
477,Thriller
478,Drama
478,Thriller
479,Crime
479,Drama
479,Thriller
480,Drama
481,Adventure
481,Children
482,Action
482,Adventure
482,Comedy
482,Fantasy
483,Comedy
484,Comedy
484,Western
485,Drama
485,Romance
486,Comedy
487,Thriller
488,Drama
489,Comedy
489,Mystery
490,Action
490,Crime
490,Drama
491,Action
491,Adventure
491,Thriller
492,Drama
493,Comedy
493,Drama
493,Romance
493,Thriller
494,Comedy
494,Romance
495,Drama
495,Romance
496,Comedy
496,Romance
497,Comedy
497,Drama
498,Drama
499,Action
499,Children
499,Romance
500,Drama
501,Action
501,Drama
501,Sci-Fi
502,Comedy
503,Drama
503,Fantasy
503,Romance
504,Crime
504,Drama
504,Thriller
505,Drama
506,Drama
506,Romance
507,Drama
508,Action
508,Drama
509,Horror
509,Sci-Fi
510,Comedy
510,Mystery
510,Romance
511,Comedy
512,Drama
512,Romance
513,Comedy
513,Drama
514,Action
514,Drama
514,Mystery
515,Comedy
516,Action
516,Crime
516,Drama
516,Sci-Fi
516,Thriller
517,Comedy
518,Crime
518,Thriller
519,Action
519,Drama
520,Drama
521,Drama
522,Drama
523,Drama
524,Drama
524,War
525,Comedy
525,Drama
526,Drama
527,Drama
528,Children
528,Drama
529,Comedy
529,Crime
529,Horror
530,Action
530,Adventure
530,Fantasy
530,Mystery
531,Drama
531,Romance
532,Drama
533,Drama
534,Drama
535,Drama
536,Comedy
536,Drama
536,Romance
537,Thriller
538,Action
538,Sci-Fi
538,Thriller
539,Comedy
539,Drama
539,Romance
540,Comedy
540,Romance
540,Thriller
541,Action
541,Crime
542,Drama
543,Action
543,Adventure
543,Children
543,Comedy
543,Fantasy
543,Sci-Fi
544,Action
544,Adventure
544,Thriller
545,Action
545,Mystery
545,Thriller
546,Drama
546,Musical
547,Comedy
547,Romance
548,Animation
548,Children
548,Fantasy
548,Musical
549,Action
549,Adventure
549,Comedy
549,Romance
550,Action
550,Drama
550,Western
551,Crime
551,Drama
551,Thriller
552,Crime
552,Thriller
553,Documentary
554,Action
554,Adventure
554,Animation
554,Children
554,Fantasy
555,Comedy
556,Drama
557,Drama
557,Thriller
558,Comedy
558,Drama
559,Drama
559,Romance
560,Comedy
561,Drama
561,Horror
562,Comedy
562,Romance
563,Comedy
563,Drama
564,Comedy
564,Drama
565,Comedy
565,Drama
566,Comedy
566,Drama
567,Drama
567,Romance
568,Drama
569,Drama
570,Comedy
570,Drama
571,Children
571,Comedy
572,Comedy
573,Adventure
573,Children
573,Drama
574,Crime
574,Thriller
575,Drama
576,Documentary
577,Comedy
577,Drama
578,Comedy
578,Drama
579,Drama
579,Romance
580,Comedy
581,Children
581,Comedy
582,Comedy
582,Drama
582,Fantasy
582,Romance
582,Thriller
583,Adventure
583,Animation
583,Children
583,Comedy
583,Musical
584,Action
584,Sci-Fi
585,Adventure
585,Drama
585,Western
586,Action
586,Drama
586,Thriller
587,Action
587,Crime
587,Thriller
588,Crime
588,Horror
588,Thriller
589,Animation
589,Children
589,Drama
589,Fantasy
589,Musical
590,Animation
590,Children
590,Fantasy
590,Musical
590,Romance
590,IMAX
591,Animation
591,Children
591,Fantasy
591,Musical
592,Comedy
592,Romance
593,Comedy
593,Fantasy
594,Adventure
594,Western
595,Action
595,Comedy
595,Crime
596,Drama
597,Documentary
598,Comedy
599,Documentary
600,Drama
600,Romance
601,Fantasy
601,Horror
602,Drama
603,Comedy
603,Crime
603,Drama
603,Thriller
604,Adventure
604,Children
605,Action
605,Adventure
605,Animation
605,Horror
605,Sci-Fi
606,Action
606,Horror
606,Sci-Fi
607,Comedy
608,Drama
608,Romance
609,Drama
609,Thriller
610,Comedy
610,Drama
611,Animation
611,Children
612,Comedy
612,Drama
613,Comedy
613,Romance
614,Comedy
615,Drama
616,Drama
617,Romance
618,Action
618,Drama
618,Thriller
619,Drama
620,Comedy
621,Drama
621,Thriller
622,Crime
622,Drama
622,Mystery
622,Thriller
623,Drama
624,Drama
624,Romance
625,Adventure
625,Animation
625,Children
625,Fantasy
625,Musical
625,Romance
626,Drama
626,War
627,Comedy
628,Comedy
629,Comedy
629,Drama
630,Drama
631,Comedy
632,Romance
633,Comedy
633,Drama
634,Drama
634,Thriller
635,Adventure
635,Children
635,Comedy
636,Drama
637,Comedy
638,Comedy
639,Drama
640,Action
640,Crime
640,Drama
640,War
641,Action
641,Adventure
641,Mystery
641,Thriller
642,Comedy
642,Drama
643,Drama
644,Comedy
645,Horror
645,Mystery
645,Thriller
646,Action
646,Adventure
646,Fantasy
647,Drama
647,Romance
648,Comedy
649,Comedy
650,Comedy
650,Drama
651,Drama
651,Musical
652,Crime
652,Drama
652,Thriller
653,Drama
654,Adventure
654,Animation
654,Children
654,Fantasy
654,Musical
655,Thriller
656,Comedy
657,Comedy
658,Comedy
658,Drama
658,War
659,Drama
659,Romance
659,War
660,Action
661,Drama
662,Drama
663,Comedy
663,Sci-Fi
664,Drama
665,Adventure
665,Animation
665,Children
665,Comedy
665,Fantasy
665,Sci-Fi
666,Adventure
666,Comedy
666,Sci-Fi
667,Action
667,Drama
667,Thriller
668,Comedy
668,Horror
668,Sci-Fi
669,Drama
669,Thriller
670,Drama
671,Drama
671,Mystery
671,Romance
671,Sci-Fi
671,Thriller
672,Crime
673,Documentary
673,Drama
674,Documentary
675,Drama
676,Drama
677,Drama
677,Romance
678,Action
678,Adventure
678,Comedy
678,War
679,Drama
679,Romance
680,Comedy
680,Romance
681,Action
681,Sci-Fi
681,Thriller
682,Drama
683,Action
683,Crime
683,Drama
684,Mystery
684,Thriller
685,Drama
685,Thriller
686,Drama
686,Romance
687,Drama
688,Drama
689,Comedy
690,Drama
691,Drama
692,Drama
693,Action
693,Adventure
694,Comedy
695,Drama
696,Crime
696,Drama
696,Thriller
697,Comedy
697,Romance
698,Adventure
698,Animation
698,Children
698,Comedy
698,Musical
699,Comedy
700,Adventure
700,Children
701,Crime
701,Drama
701,Romance
701,Thriller
702,Drama
703,Drama
703,Mystery
703,Western
704,Drama
704,Romance
705,Crime
706,Comedy
707,Comedy
707,Fantasy
707,Sci-Fi
708,Comedy
709,Adventure
709,Animation
709,Comedy
710,Drama
711,Documentary
712,Drama
713,Drama
713,Fantasy
713,Horror
713,Thriller
714,Comedy
715,Drama
716,Documentary
717,Comedy
718,Drama
719,Drama
720,Crime
720,Thriller
721,Crime
722,Action
722,Adventure
722,Thriller
723,Comedy
724,Horror
725,Action
725,Adventure
725,Romance
725,Thriller
726,Action
726,Sci-Fi
727,Drama
728,Comedy
729,Animation
729,Sci-Fi
730,Horror
730,Thriller
731,Comedy
732,Drama
733,Animation
733,Children
733,Comedy
734,Film-Noir
735,Comedy
736,Action
736,Sci-Fi
736,Thriller
737,Drama
738,Comedy
738,War
739,Comedy
739,Horror
740,Comedy
740,Documentary
740,Romance
741,Comedy
741,Drama
741,Romance
742,Adventure
742,Children
743,Children
743,Drama
744,Documentary
745,Drama
746,Drama
747,Documentary
748,Drama
748,War
749,Action
749,Adventure
750,Comedy
750,Crime
751,Comedy
751,Drama
752,Drama
752,Romance
753,Comedy
753,Drama
754,Drama
755,Comedy
755,Drama
756,Drama
757,Documentary
758,Drama
759,Comedy
759,Drama
760,Comedy
761,Drama
762,Drama
763,Horror
763,Mystery
764,Comedy
764,Drama
765,War
766,Comedy
766,Crime
766,Drama
767,Drama
767,Romance
768,Action
768,Adventure
768,Sci-Fi
768,Thriller
769,Drama
770,Drama
770,Thriller
771,Animation
771,Children
771,Drama
771,Musical
771,Romance
772,Comedy
772,Thriller
773,Comedy
774,Action
774,Drama
774,Thriller
775,Documentary
776,Comedy
776,Fantasy
776,Romance
776,Sci-Fi
777,Drama
778,Drama
779,Documentary
780,Fantasy
781,Drama
782,Comedy
782,Drama
783,Drama
784,Drama
785,Comedy
786,Action
786,Adventure
786,Drama
786,Thriller
787,Comedy
787,Horror
787,Thriller
788,Drama
788,Mystery
788,Western
789,Children
789,Comedy
790,Drama
790,Romance
791,Comedy
791,Drama
791,Romance
792,Comedy
792,Romance
793,Drama
793,Thriller
794,Crime
794,Drama
795,Comedy
795,Romance
796,Adventure
796,Children
797,Action
797,Adventure
798,Children
798,Comedy
798,Fantasy
799,Drama
800,Comedy
801,Drama
802,Action
802,Mystery
802,Thriller
803,Drama
804,Comedy
805,Comedy
805,Drama
806,Drama
807,Drama
807,Romance
808,Drama
808,Romance
808,War
809,Drama
810,Drama
810,Mystery
811,Comedy
811,Romance
812,Drama
813,Drama
814,Adventure
814,Children
815,Comedy
815,Fantasy
815,Musical
816,Comedy
817,Drama
818,Crime
818,Thriller
819,Comedy
820,Comedy
821,Drama
822,Action
822,Adventure
822,Thriller
823,Children
823,Comedy
823,Fantasy
824,Comedy
824,Drama
824,Romance
825,Action
825,Thriller
826,Children
826,Comedy
827,Horror
828,Comedy
828,Horror
829,Drama
830,Drama
831,Drama
832,Drama
833,Comedy
833,Drama
834,Drama
835,Action
835,Adventure
835,Sci-Fi
835,Thriller
836,Crime
836,Drama
837,Drama
838,Comedy
838,Drama
838,Romance
839,Drama
840,Drama
841,Drama
842,Comedy
843,Drama
844,Crime
844,Drama
845,Documentary
846,Comedy
847,Action
847,Comedy
847,Crime
847,Thriller
848,Drama
849,Comedy
849,Drama
850,Drama
851,Crime
851,Drama
851,Romance
851,Thriller
852,Comedy
852,Crime
853,Comedy
854,Crime
854,Drama
854,Musical
854,Thriller
855,Comedy
856,Comedy
857,Drama
858,Drama
859,Crime
859,Drama
860,Action
860,Crime
860,Drama
861,Action
861,Comedy
861,Crime
861,Thriller
862,Comedy
862,Drama
863,Drama
864,Horror
864,Thriller
865,Sci-Fi
865,Thriller
866,Children
866,Comedy
867,Drama
867,Thriller
868,Drama
869,Children
869,Drama
869,Fantasy
870,Action
870,Comedy
870,Crime
871,Drama
872,Adventure
872,Animation
872,Children
872,Musical
873,Drama
873,Romance
874,Thriller
875,Horror
875,Thriller
876,Comedy
876,Drama
876,Romance
877,Drama
878,Romance
879,Drama
880,Drama
881,Adventure
881,Drama
881,Romance
881,War
882,Comedy
882,Drama
882,Romance
883,Comedy
883,Musical
883,Romance
884,Musical
884,Romance
885,Comedy
885,Musical
886,Drama
886,Romance
887,Drama
887,Mystery
887,Romance
887,Thriller
888,Mystery
888,Thriller
889,Comedy
889,Romance
890,Drama
890,Thriller
891,Comedy
891,Musical
891,Romance
892,Action
892,Adventure
892,Mystery
892,Romance
892,Thriller
893,Comedy
893,Drama
893,Romance
894,Comedy
894,Crime
895,Comedy
895,Crime
895,Mystery
895,Romance
895,Thriller
896,Drama
896,Romance
897,Film-Noir
897,Mystery
898,Comedy
898,Drama
898,Musical
898,Romance
899,Comedy
899,Romance
900,Comedy
900,Drama
900,Romance
901,Children
901,Drama
902,Musical
903,Adventure
903,Children
903,Fantasy
903,Musical
904,Drama
904,Romance
904,War
905,Comedy
906,Drama
906,Film-Noir
906,Romance
907,Drama
907,Mystery
908,Adventure
908,Drama
908,Sci-Fi
909,Adventure
909,Romance
909,War
910,Drama
911,Comedy
912,Drama
912,Mystery
912,Romance
912,Thriller
913,Drama
913,Film-Noir
913,Mystery
913,Thriller
914,Film-Noir
914,Romance
914,Thriller
915,Mystery
915,Romance
915,Thriller
916,Drama
916,Romance
917,Crime
917,Mystery
917,Romance
917,Thriller
918,Comedy
919,Comedy
919,Musical
920,Comedy
920,Romance
921,Comedy
921,Romance
922,Musical
923,Comedy
923,Drama
924,Action
924,Adventure
924,Romance
925,Adventure
926,Crime
926,Film-Noir
926,Mystery
927,Drama
927,Fantasy
927,Romance
928,Drama
929,Comedy
929,Musical
929,Romance
930,Comedy
930,Drama
930,War
931,Comedy
931,Romance
932,Drama
932,Romance
932,Western
933,Drama
934,Comedy
934,Crime
935,Comedy
935,Romance
936,Adventure
936,Comedy
937,Drama
937,Fantasy
937,Romance
938,Drama
939,Comedy
939,Romance
940,Drama
940,Romance
941,Drama
942,Comedy
942,Mystery
943,Drama
944,Crime
944,Drama
945,Drama
946,Crime
946,Drama
947,Musical
948,Romance
948,Western
949,Drama
949,Mystery
949,Thriller
950,War
951,Western
952,Horror
952,Sci-Fi
952,Thriller
953,Adventure
953,Comedy
953,Romance
953,War
954,Adventure
954,Comedy
954,Crime
954,Drama
954,Romance
955,Drama
956,Drama
957,Comedy
957,Drama
958,Drama
958,Romance
959,Comedy
959,Musical
960,Romance
960,War
961,Mystery
962,Drama
962,War
963,Action
964,Drama
965,Drama
966,Romance
967,Comedy
967,Drama
968,Documentary
969,Adventure
969,Children
970,Drama
970,Romance
971,Comedy
971,Drama
972,Drama
973,Action
973,Adventure
973,Thriller
974,Drama
975,Thriller
976,Drama
977,Comedy
977,Drama
978,Action
978,Crime
978,Drama
978,Thriller
979,Drama
979,Thriller
980,Action
980,Crime
981,Crime
981,Film-Noir
982,Crime
983,Comedy
984,Comedy
984,Romance
985,Drama
985,Thriller
986,Action
986,Thriller
987,Children
987,Comedy
988,Drama
989,Children
989,Comedy
989,Western
990,Adventure
990,Western
991,Adventure
991,Children
991,Fantasy
992,Children
992,Comedy
993,Adventure
993,Children
993,Comedy
994,Children
994,Drama
995,Children
995,Comedy
995,Romance
996,Children
996,Comedy
996,Drama
997,Adventure
997,Children
997,Drama
998,Children
998,Comedy
999,Adventure
999,Children
1000,Children
1000,Comedy
1000,Mystery
1001,Adventure
1001,Drama
1001,Sci-Fi
1002,Comedy
1003,Children
1003,Comedy
1004,Animation
1004,Children
1004,Fantasy
1004,Musical
1004,Romance
1005,Animation
1005,Children
1005,Musical
1006,Animation
1006,Children
1006,Musical
1007,Animation
1007,Children
1007,Fantasy
1007,Musical
1008,Children
1008,Drama
1009,Adventure
1009,Drama
1010,Children
1010,Comedy
1010,Fantasy
1010,Musical
1011,Animation
1011,Children
1011,Drama
1011,Musical
1012,Adventure
1012,Animation
1012,Children
1012,Musical
1013,Adventure
1013,Children
1013,Musical
1014,Adventure
1014,Animation
1014,Children
1014,Fantasy
1014,Musical
1015,Animation
1015,Children
1015,Drama
1016,Comedy
1016,Crime
1016,Drama
1016,Thriller
1017,Musical
1017,Romance
1018,Action
1018,Crime
1018,Thriller
1019,Action
1019,Horror
1019,Sci-Fi
1019,Thriller
1020,Drama
1021,Documentary
1022,Drama
1023,Drama
1024,Comedy
1024,Drama
1025,Drama
1025,Romance
1026,Drama
1027,Comedy
1027,Drama
1028,Drama
1028,Romance
1029,Action
1029,Drama
1029,Thriller
1030,Action
1030,Adventure
1031,Documentary
1031,Drama
1032,Drama
1033,Drama
1034,Crime
1034,Drama
1034,Romance
1035,Drama
1036,Thriller
1037,Drama
1038,Comedy
1038,Musical
1038,Romance
1039,Drama
1040,Drama
1040,Romance
1041,Comedy
1041,Drama
1042,Thriller
1043,Drama
1044,Drama
1045,Animation
1045,Children
1045,Comedy
1045,Fantasy
1045,Musical
1045,Romance
1046,Mystery
1047,Comedy
1047,Musical
1047,Romance
1048,Comedy
1048,Musical
1048,Romance
1049,Crime
1049,Film-Noir
1050,Crime
1050,Film-Noir
1050,Thriller
1051,Adventure
1052,Romance
1052,War
1053,Children
1053,Comedy
1053,Fantasy
1053,Musical
1054,Comedy
1054,Romance
1055,Drama
1055,Horror
1055,Thriller
1056,Comedy
1056,Sci-Fi
1057,Comedy
