userId,movieId,rating
4,2686,4
4,2744,2
4,2764,4
4,2787,3
4,2790,4
4,2851,4
4,2864,3
4,2867,3
4,2885,4
4,2903,5
4,2950,5
4,3003,5
4,3010,5
4,3029,5
4,3037,5
4,3111,5
4,3175,4
4,3186,3
4,4966,5
5,1,4
5,63,3
5,109,0.5
5,169,2
5,174,4
5,229,0.5
5,317,1
5,341,1
5,361,3
5,477,3
5,497,0.5
5,583,3.5
5,587,0.5
5,590,4
5,766,4
5,994,0.5
5,1181,4.5
5,1472,3.5
5,1529,3.5
5,1825,4.5
5,2010,3.5
5,2217,4
5,2233,3.5
5,2344,0.5
5,2402,3
5,2407,0.5
5,2488,1.5
5,2573,5
5,2599,4
5,2603,3.5
5,2678,3.5
5,2708,2
5,2721,2.5
5,2787,1.5
5,2875,1.5
5,3527,3.5
5,3778,2
5,3924,4
5,3926,2.5
5,4076,2.5
5,4213,4
5,4796,3.5
5,4971,1
5,5285,5
5,5386,3.5
5,6273,3.5
5,6936,2.5
5,7265,4
5,7763,4
5,9821,3.5
5,10126,4
5,10872,3
5,10898,3.5
5,11027,4
5,11180,5
5,11871,3.5
5,12015,4
5,12270,4.5
5,12707,3.5
5,12772,4
5,13190,5
5,13587,4.5
5,13759,5
5,13789,5
5,14233,5
5,14562,4.5
5,15454,3.5
5,16225,5
6,477,3.5
6,837,3
6,1053,5
6,1076,4
6,1175,4
6,1198,5
6,1626,4
6,1673,4.5
6,1802,3.5
6,1883,5
6,2123,4
6,2246,5
6,2252,3
6,2489,5
6,2516,4.5
6,2610,3.5
6,2774,5
6,2834,4
6,2875,5
6,2997,4
6,3177,4
6,3806,4
6,3962,3.5
6,3998,4
6,4147,4
6,4276,2.5
6,4635,3
6,4784,4
6,4792,3
6,4869,5
6,4920,4
6,5892,5
6,6273,3.5
6,6603,4
6,6766,5
6,7037,3
6,7251,5
6,7314,5
6,8103,5
6,9594,5
6,10032,5
6,10657,4
6,10699,4
6,10897,3
6,10899,4.5
6,11066,4
6,11130,5
6,11182,5
6,11365,3
6,11462,4
6,12144,4.5
6,12225,5
6,12290,5
6,12763,5
6,13509,5
6,13789,4
6,13810,3
6,14400,4
6,15092,3
6,15323,3
6,19116,4.5
7,10,4
7,32,5
7,47,5
7,70,4.5
7,144,4
7,164,5
7,195,2
7,229,4
7,258,5
7,286,4.5
7,291,4
7,294,3.5
7,314,4
7,341,1
7,353,5
7,364,1
7,374,3.5
7,482,3.5
7,524,2.5
7,538,4
7,543,2.5
7,584,4.5
7,588,5
7,641,3.5
7,665,2.5
7,722,4.5
7,729,3.5
7,768,4
7,844,3.5
7,1018,5
7,1059,5
7,1068,3
7,1105,3
7,1114,5
7,1172,5
7,1174,5
7,1176,5
7,1181,3
7,1183,5
7,1185,5
7,1189,5
7,1196,3.5
7,1197,5
7,1213,5
7,1231,4
7,1264,4
7,1292,4.5
7,1340,4
7,1361,5
7,1375,5
7,1472,4.5
7,1481,4
7,1529,4
7,1558,4.5
7,1620,5
7,1631,4.5
7,1634,5
7,1663,4
7,1673,3.5
7,1684,4
7,1781,2
7,1872,0.5
7,1909,3.5
7,1946,5
7,2033,4.5
7,2079,3.5
7,2085,5
7,2205,3.5
7,2246,5
7,2270,4
7,2384,4
7,2387,3
7,2488,5
7,2534,2.5
7,2545,2.5
7,2588,2.5
7,2599,5
7,2608,4
7,2615,1.5
7,2616,5
7,2617,3
7,2626,3
7,2628,1.5
7,2704,4.5
7,2723,4
7,2806,4
7,2832,3
7,2875,5
7,2948,4
7,2967,4.5
7,2996,4
7,3091,4
7,3168,3.5
7,3190,5
7,3354,3.5
7,3439,3
7,3534,2.5
7,3704,4
7,3885,3.5
7,3902,3.5
7,3919,5
7,4213,3
7,4250,1.5
7,4277,2.5
7,4294,4
7,4460,3.5
7,4784,4
7,4869,4.5
7,4899,3
7,5254,3
7,5283,2.5
7,5323,4
7,5511,2.5
7,5572,4
7,5806,5
7,5855,3
7,6236,4.5
7,6262,3
7,6394,2.5
7,6431,2.5
7,6686,0.5
7,6699,4.5
7,6766,2.5
7,6824,3
7,7043,3
7,7314,2.5
7,7955,2
7,8193,2
7,9402,4.5
7,9944,5
7,10124,3
7,10177,3.5
7,10391,1.5
7,10423,3.5
7,10897,4
7,10939,5
7,11258,4
7,11314,4.5
7,11365,2
7,11411,2.5
7,11783,3.5
7,12418,1.5
7,12541,5
7,12647,2
7,12772,4.5
7,12781,3.5
7,12874,3.5
7,13110,3
7,13122,4
7,13570,3.5
7,13669,2
7,13758,3.5
7,13810,3.5
7,14302,2
7,14896,3.5
7,15537,4
7,15563,2
7,16669,3.5
7,17318,2
7,17689,2
7,18133,3.5
8,1,5
8,3,4
8,5,3
8,25,5
8,32,3
8,36,5
8,52,5
8,58,3
8,62,4
8,86,4
8,94,3
8,103,3
8,106,3
8,139,4
8,140,3
8,258,4
8,373,3
8,641,5
8,665,3
8,713,3
8,715,5
8,720,1
8,722,3
8,725,3
8,754,5
8,766,4
8,768,4
8,771,5
8,773,2
8,774,3
8,776,5
8,790,4
8,792,4
8,793,4
8,796,4
8,804,3
8,818,3
8,865,1
8,974,5
8,1024,5
8,1029,4
8,1038,3
8,1040,4
8,1042,4
8,1053,5
8,1098,5
8,1160,1
8,1185,5
8,1324,2
8,1328,3
8,1329,5
8,1363,5
8,1375,5
8,1377,3
8,1378,5
8,1382,3
8,1384,4
8,1434,5
8,1439,5
9,3,3
9,6,4
9,10,3
9,14,3
9,16,4
9,19,2
9,21,3
9,23,3
9,25,4
9,32,3
9,47,3
9,50,2
9,52,2
9,58,3
9,94,3
9,109,3
9,121,2
9,149,4
9,152,3
9,160,4
9,162,3
9,164,3
9,171,3
9,172,2
9,184,2
9,193,4
9,194,1
9,197,3
9,203,2
9,221,4
9,225,2
9,228,3
9,229,4
9,233,4
9,244,3
9,246,2
9,251,3
9,258,4
9,265,1
9,279,3
9,286,4
9,291,4
9,294,5
9,298,3
9,303,2
9,313,2
9,314,3
9,316,3
9,317,3
9,326,1
9,330,3
9,334,2
9,341,2
9,342,2
9,345,3
9,346,3
9,347,2
9,350,3
9,352,2
9,353,3
9,354,3
9,358,3
9,364,3
9,365,3
9,367,2
9,368,2
9,369,2
9,373,3
9,374,3
9,377,3
9,407,2
9,409,2
9,412,2
9,414,3
9,416,2
9,424,2
9,428,3
9,429,2
9,431,3
9,437,2
9,439,3
9,451,2
9,452,1
9,454,3
9,463,2
9,468,3
9,471,3
9,472,3
9,474,2
9,477,3
9,478,3
9,482,3
9,486,2
9,491,3
9,494,4
9,497,3
9,505,3
9,506,1
9,511,2
9,512,3
9,516,1
9,524,3
9,529,3
9,532,3
9,534,2
9,536,2
9,537,2
9,540,2
9,552,4
9,580,3
9,581,2
9,582,2
9,584,4
9,585,3
9,587,3
9,588,3
9,592,1
9,605,1
9,641,3
9,722,3
9,772,3
10,39,5
10,179,2.5
10,251,4
10,324,2.5
10,353,4
10,477,2
10,918,1
10,1072,4
10,1270,0.5
10,1668,3.5
10,1999,5
10,2064,2
10,2307,4
10,2445,4.5
10,2489,5
10,2498,2
10,3074,3.5
10,3101,3.5
10,3277,4.5
10,4786,4
10,7321,3.5
10,7327,5
10,16159,4
11,1,4
11,10,3
11,17,3
11,19,3
11,34,3
11,48,2
11,106,2
11,110,4
11,149,4
11,152,3
11,153,3
11,164,3
11,258,5
11,263,4
11,290,4
11,304,3
11,314,4
11,315,2
11,326,5
11,341,3
11,346,4
11,347,3
11,354,2
11,359,3
11,361,3
11,364,3
11,365,3
11,367,3
11,374,3
11,407,3
11,417,2
11,431,3
11,451,3
11,477,4
11,497,3
11,536,3
11,538,4
11,549,3
11,564,3
11,581,3
11,582,5
11,583,4
11,584,3
11,585,3
11,587,3
11,588,5
11,589,4
11,591,3
11,592,4
11,611,3
11,654,3
11,709,5
11,733,5
11,738,3
11,776,2
11,793,3
11,887,3
11,888,4
11,892,4
11,894,3
11,896,3
11,903,5
11,908,5
11,953,3
11,1001,3
11,1005,4
11,1010,4
11,1017,3
11,1018,3
11,1053,3
11,1058,4
11,1059,3
11,1061,3
11,1063,4
11,1065,3
11,1076,3
11,1105,4
11,1114,4
11,1126,5
11,1170,5
11,1172,5
11,1174,4
11,1175,3
11,1176,4
11,1181,3
11,1185,4
11,1189,4
11,1194,3
11,1195,3
11,1213,4
11,1242,4
11,1251,4
11,1255,5
11,1264,4
11,1327,5
11,1344,4
11,4966,5
12,3,3
12,16,1.5
12,233,3
12,264,4
12,347,1
12,550,3
12,589,4.5
12,697,4
12,738,2.5
12,1059,4
12,1080,4
12,1183,1
12,1200,1
12,1231,2.5
12,1835,2
12,1930,4
12,2092,4
12,2626,4
12,2713,4
12,5855,4
13,20,3.5
13,50,4
13,110,4.5
13,275,3
13,1126,3
13,1188,4
13,1198,3.5
13,1330,4.5
13,1663,2.5
13,1838,3
13,2051,3.5
13,2550,3.5
13,2875,4
13,2907,3.5
13,2997,4
13,3028,2.5
13,3913,3
13,4784,4
13,5329,1.5
13,5782,3
13,7939,5
13,7960,3.5
13,10247,2.5
13,10547,3
13,11056,2.5
13,11365,4
13,11805,4
13,12250,3.5
14,1,4
14,3,3
14,5,3
14,7,3
14,17,5
14,62,3
14,103,3
14,140,5
14,603,5
14,641,3
14,708,3
14,713,3
14,725,3
14,749,2
14,768,4
14,772,2
14,774,3
14,838,3
14,1053,5
14,1327,4
14,1337,4
15,50,5
15,100,5
15,233,5
15,291,5
15,294,5
15,530,5
15,538,5
15,561,5
15,827,5
15,936,5
15,1114,4
15,1175,5
15,1181,5
15,1231,5
15,1802,4
15,1847,5
15,2092,5
15,2205,5
15,2280,5
15,2312,5
15,2436,5
15,2467,5
15,2561,5
15,2576,4
15,2678,4.5
15,2697,5
15,2875,4
15,2884,4
15,3222,5
15,3348,5
15,3375,5
15,3446,5
15,3772,4
15,3857,5
15,3902,5
15,4374,5
15,4808,5
15,4885,5
15,6173,5
15,6521,5
15,6699,4
15,6766,3.5
15,6877,5
15,7143,5
15,7263,5
15,7465,5
15,7713,5
15,8193,5
15,8362,5
15,8745,5
15,9594,5
15,9853,5
15,9937,5
15,11239,4
15,11365,5
15,11462,5
15,12152,5
15,12763,5
15,12950,5
15,13543,5
15,13789,5
15,14444,5
15,14581,5
15,15056,5
15,15700,5
15,17221,5
15,17653,5
15,19138,5
15,19388,5
15,20187,5
15,22695,5
15,23006,5
15,27795,4
16,2,3
16,9,4
16,19,3
16,29,5
16,32,5
16,47,5
16,50,4
16,94,5
16,140,4
16,159,5
16,160,5
16,164,4
16,171,4
16,172,5
16,195,5
16,203,4
16,207,5
16,216,4
16,229,2
16,233,3
16,251,5
16,254,3
16,264,4
16,271,5
16,290,4
16,294,3
16,301,4
16,313,4
16,314,5
16,315,3
16,325,4
16,326,4
16,329,4
16,335,3
16,341,1
16,346,5
16,347,4
16,350,4
16,353,3
16,354,3
16,361,2
16,364,4
16,367,5
16,374,4
16,377,4
16,380,3
16,402,5
16,407,3
16,417,4
16,423,5
16,429,4
16,431,5
16,432,4
16,437,3
16,439,5
16,451,3
16,454,4
16,471,4
16,477,4
16,491,5
16,497,4
16,517,3
16,524,5
16,530,3
16,536,3
16,537,5
16,581,4
16,582,4
16,584,4
16,587,3
16,588,5
16,592,5
16,605,5
16,641,5
16,646,4
16,768,5
16,774,4
16,821,5
16,825,5
16,1019,4
16,1337,2
17,1,5
17,19,5
17,109,1.5
17,134,4
17,149,4
17,221,5
17,258,5
17,294,4
17,316,4
17,341,4
17,353,5
17,463,1.5
17,477,4
17,538,4
17,584,4.5
17,768,4.5
17,844,1
17,1069,4.5
17,1114,5
17,1172,5
17,1185,5
17,1196,1
17,1200,3
17,1206,4.5
17,1207,3.5
17,1231,3.5
17,1238,4.5
17,1243,5
17,1481,5
17,1529,4.5
17,1662,4
17,1673,5
17,1704,1.5
17,1751,4
17,1825,4.5
17,1835,3
17,1918,3.5
17,1929,5
17,1930,5
17,2068,5
17,2069,5
17,2241,5
17,2272,4.5
17,2488,4
17,2545,5
17,2632,4
17,2651,4.5
17,2713,4
17,2875,4.5
17,3200,4.5
17,3222,4
17,3361,5
17,3540,4.5
17,3905,3.5
17,3935,5
17,3993,4
17,4131,3
17,4177,3.5
17,4213,5
17,4276,4
17,4352,2.5
17,4465,4.5
17,4869,4
17,4899,5
17,5123,5
17,5283,5
17,5323,4
17,5364,3.5
17,5784,3.5
17,5855,5
17,6208,4
17,6262,4
17,6429,3.5
17,6431,4.5
17,6457,4.5
17,6509,4.5
17,6832,3.5
17,6876,4
17,7043,5
17,7257,5
17,7665,1
17,7924,3.5
17,8193,5
17,8224,4
17,8296,2.5
17,8303,3
17,9402,4.5
17,9765,3
17,9778,4
17,9920,4.5
17,10032,4
17,10056,4
17,10069,4
17,10124,5
17,10144,4.5
17,10654,3
17,10884,4.5
17,10897,5
17,11066,4
17,11182,3.5
17,11195,1
17,11227,3
17,11411,4
17,11653,4.5
17,11675,5
17,11720,0.5
17,11866,4
17,11886,4
17,11905,4
17,11926,4.5
17,11985,4
17,11987,2.5
17,12025,2.5
17,12144,3.5
17,12170,2.5
17,12247,4.5
17,12276,4
17,12425,4
17,12477,0.5
17,12507,2
17,12541,4
17,12684,3.5
17,12763,5
17,12905,4
17,12908,3.5
17,13114,4.5
17,13259,3.5
17,13282,4
17,13415,4.5
17,14032,5
17,14302,4
17,14618,4
17,14624,4.5
17,14636,5
17,14950,5
17,15092,3
17,15231,3.5
17,16800,5
17,16930,3.5
17,17064,4.5
18,19,3
18,34,1.5
18,47,4.5
18,50,4.5
18,162,3
18,171,2
18,229,4
18,294,4.5
18,314,2
18,316,4.5
18,353,4
18,361,3
18,367,3.5
18,377,2
18,477,2.5
18,524,1.5
18,584,4
18,587,4
18,722,4
18,768,3
18,774,1
18,818,3.5
18,1068,4
18,1080,1
18,1126,4.5
18,1176,4
18,1181,2
18,1183,1
18,1189,3.5
18,1197,3
18,1292,3
18,1375,3
18,1446,2
18,1472,4
18,1523,4
18,1533,4
18,1556,1.5
18,1565,4
18,1572,4.5
18,1597,4.5
18,1620,3.5
18,1690,4
18,1827,3.5
18,1835,3.5
18,1872,2
18,2092,4
18,2208,4.5
18,2488,4.5
18,2534,1.5
18,2615,1
18,2616,4
18,2678,4
18,2707,4
18,2875,5
18,2967,4.5
18,2996,4
18,3029,4.5
18,3919,4.5
18,3930,2
18,4134,4.5
18,4213,4.5
18,4250,2.5
18,4274,2
18,4276,2
18,4682,4.5
18,4722,1
18,4792,2.5
18,4869,4.5
18,4879,4.5
18,4881,5
18,4899,3.5
18,4901,4.5
18,5014,3
18,5171,3.5
18,5407,3.5
18,5533,3
18,5582,5
18,5855,3.5
18,5859,2.5
18,6262,4
18,6394,4.5
18,6431,2
18,6766,4
18,6824,2.5
18,6832,5
18,6980,2
18,7037,5
18,7250,4
18,7315,1.5
18,7625,4.5
18,7763,4
18,7909,4.5
18,8100,4
18,8102,2.5
18,8117,4.5
18,8280,4.5
18,8303,2.5
19,524,5
19,1533,5
19,2241,5
19,3322,3
19,3466,4
19,3489,0.5
19,3704,0.5
19,3825,4
19,3856,0.5
19,3930,4
19,4162,4
19,4213,0.5
19,4550,1.5
19,4682,3.5
19,4809,3.5
19,4869,0.5
19,4899,0.5
19,4901,5
19,4915,4
19,5058,4
19,5204,4.5
19,5254,0.5
19,5323,4
19,5325,4
19,5713,4
19,5719,0.5
19,5855,0.5
19,5859,4
19,6236,0.5
19,6374,4
19,6431,0.5
19,6457,4
19,6755,3.5
19,6837,4
19,7033,4
19,7043,0.5
19,7046,4
19,7052,4.5
19,7153,4
19,7208,0.5
19,7334,4
19,7358,5
19,7763,0.5
19,7771,0.5
19,7880,4.5
19,7941,4.5
19,7955,0.5
19,7984,3
19,8268,3.5
19,8277,4.5
19,8291,3
19,8303,3.5
19,9575,4.5
19,9595,4.5
19,9596,4.5
19,9702,4
19,10069,5
19,10232,3.5
19,10601,4
19,10655,3
19,10698,4
19,11016,3
19,11030,4.5
19,11065,3.5
19,11262,4
19,11373,4
19,11495,5
19,11550,4.5
19,11720,0.5
19,12144,4
19,12155,4
19,12225,4
19,12290,3.5
19,12314,4
19,12541,0.5
19,13121,4
19,13192,4
19,13248,4
19,13249,4
19,13265,4
19,13669,3.5
19,13810,0.5
19,14531,3
19,14618,0.5
19,15888,4
19,16224,5
19,17689,4
19,17704,5
19,17858,4
19,18248,4
19,19725,4
19,19873,4
19,20187,4
19,22103,4.5
19,22293,4.5
19,22327,3.5
19,23006,3.5
19,23820,4
19,24958,5
19,29883,4
20,918,3
20,994,0.5
20,995,3
20,1489,4
20,1791,2
20,1932,3
20,2063,5
20,2330,4
20,2578,1
20,2719,4
20,2869,2.5
20,3015,1.5
20,3922,4
20,4970,4
20,5898,4
20,6431,4
20,7153,1.5
20,7779,0.5
20,7880,2.5
20,8280,3.5
20,8289,3
20,8682,3.5
20,8906,3.5
20,10154,2
20,11069,3.5
20,11168,3
20,11182,3.5
20,11195,3
20,11258,4
20,11412,4
20,11462,4
20,11557,2
20,11625,3
20,11697,3
20,11836,5
20,12290,3
20,12541,4
20,12647,4
20,12654,4
20,13121,3.5
20,13509,4.5
20,13694,4
20,13789,4
20,13882,3.5
20,13939,5
20,14033,5
20,14313,4.5
20,14400,5
20,14531,4
20,14618,4
20,15563,5
21,19,3.5
21,258,4.5
21,294,4
21,524,4.5
21,1114,4.5
21,1172,4.5
21,1174,3.5
21,1177,4
21,1185,4.5
21,1254,4
21,1255,4.5
21,1264,3.5
21,1597,4
21,1937,4
21,2488,4.5
21,2545,4.5
21,2916,5
21,3074,4.5
21,4784,4
21,4802,4
21,4879,3.5
21,4899,5
21,5521,5
21,5593,4
21,5855,5
21,5874,4.5
21,5898,4.5
21,6253,4.5
21,6262,4
21,6431,4
21,6699,4
21,6844,4
21,6980,3
21,6989,5
21,7043,4.5
21,8776,4
21,8975,4.5
21,9054,4.5
21,9753,4.5
21,11000,1
21,11066,3.5
21,11092,0.5
21,11411,3.5
21,11720,3.5
21,11886,4
21,11987,4
21,12002,3.5
21,12045,3.5
21,12142,2.5
21,12278,1
21,12290,3
21,12410,4
21,12541,3
21,12647,3
21,12684,4
21,12941,0.5
21,12944,1
21,13110,3.5
21,13121,4
21,13194,2.5
21,13280,3.5
21,13433,3.5
21,13706,4.5
21,13958,4
21,14491,2
21,14618,4
21,14629,1
21,14896,4
21,15563,4
21,15698,4
21,16223,4
21,16374,4.5
21,16871,4
21,16930,3.5
21,17120,4.5
21,17318,3.5
21,17538,4
21,17915,3.5
21,18348,4
21,20109,4
21,20925,4
21,21574,4.5
21,21582,3.5
21,22071,3.5
21,22217,4
21,22329,4
21,22694,4
21,23045,4
21,23520,2.5
21,23620,4
21,23822,2
21,23900,3
21,24047,3
21,24257,4
21,24619,4
21,24958,4.5
21,24969,4.5
21,25459,4
21,25596,3.5
21,28206,2.5
22,3,2.5
22,5,2.5
22,25,3.5
22,32,2.5
22,36,4.5
22,47,4.5
22,48,2.5
22,50,3.5
22,152,2.5
22,160,2.5
22,162,1.5
22,185,3
22,229,3.5
22,294,4
22,322,3
22,334,2.5
22,339,2.5
22,352,1
22,353,5
22,354,3.5
22,359,2.5
22,361,4.5
22,367,1.5
22,374,4.5
22,450,2
22,477,3
22,497,3.5
22,505,3.5
22,517,2.5
22,524,3
22,538,2.5
22,545,2.5
22,549,0.5
22,565,2
22,582,4.5
22,583,4
22,587,2.5
22,592,2.5
22,660,2.5
22,725,2.5
22,749,2
22,819,3
22,903,2
22,1030,3.5
22,1063,3.5
22,1069,1.5
22,1098,4
22,1172,2.5
22,1189,1.5
22,1190,5
22,1234,2.5
22,1235,2
22,1236,4.5
22,1247,4.5
22,1350,1
22,1446,2.5
22,1458,2.5
22,1495,3
22,1529,3
22,1540,1.5
22,1546,3.5
22,1565,3.5
22,1620,3
22,1625,1
22,1626,3.5
22,1646,5
22,1649,2.5
22,1670,4.5
22,1673,2.5
22,1802,5
22,1827,2.5
22,1841,3.5
22,1872,1.5
22,1923,3.5
22,1930,2.5
22,1936,2.5
22,1946,2.5
22,1972,0.5
22,1996,3
22,2000,3.5
22,2058,3
22,2068,3.5
22,2072,3
22,2085,2.5
22,2112,4
22,2208,3
22,2272,3.5
22,2280,2
22,2301,2.5
22,2313,4
22,2324,3
22,2387,1
22,2456,4
22,2458,2.5
22,2557,1.5
22,2587,3.5
22,2616,2
22,2622,3.5
22,2623,2.5
22,2628,3
22,2632,3
22,2651,2
22,2678,4
22,2721,3.5
22,2738,3
22,2824,3.5
22,2832,2.5
22,2866,1.5
22,2869,3.5
22,2901,2
22,3023,3.5
22,3071,4.5
22,3088,2.5
22,3168,3.5
22,3173,3
22,3216,3.5
22,3310,2.5
22,3334,3
22,3394,4.5
22,3529,3
22,3534,2.5
22,3535,1.5
22,3613,2.5
22,3614,3
22,3704,1.5
22,3709,5
22,3731,2.5
22,3737,3.5
22,3770,3.5
22,3806,3
22,3810,2.5
22,3825,4.5
22,3856,4.5
22,3875,4.5
22,3885,2.5
22,3886,4
22,3888,3
22,3894,2.5
22,3904,2.5
22,3919,5
22,3933,3.5
22,3942,3
22,3993,2
22,4032,2.5
22,4069,3.5
22,4134,3
22,4154,4
22,4213,4
22,4228,2.5
22,4277,3.5
22,4396,3.5
22,4465,2.5
22,4545,2.5
22,4625,4
22,4640,1.5
22,4682,3
22,4720,4.5
22,4780,5
22,4784,3.5
22,4792,4.5
22,4857,3
22,4885,5
22,4901,5
22,4966,1.5
22,4999,4
22,5040,4.5
22,5123,5
22,5214,2
22,5254,3.5
22,5348,3
22,5369,5
22,5386,2.5
22,5407,3.5
22,5695,3.5
22,5777,2.5
22,5803,4
22,5855,4
22,5859,3.5
22,5892,5
22,6096,4
22,6153,2.5
22,6169,3.5
22,6190,3
22,6260,3
22,6273,4.5
22,6274,4.5
22,6459,2
22,6603,4
22,6762,3.5
22,6766,4
22,6785,4
22,7033,1
22,7043,4
22,7063,3
22,7257,4
22,7313,3.5
22,7314,4.5
22,7617,4
22,7878,0.5
22,9456,4.5
22,9532,2.5
23,50,4
23,258,3
23,588,3.5
23,703,3.5
23,844,4
23,1058,3.5
23,1153,4
23,1172,3
23,1176,4
23,1188,3
23,1213,4
23,1626,3.5
23,1673,3.5
23,2488,4
23,2535,4
23,2875,4
23,2913,3.5
23,3181,3.5
23,3820,0.5
23,4134,4
23,4873,3.5
23,4879,4
23,4899,2
23,4901,3.5
23,5323,4
23,5572,4
23,5898,5
23,5919,4
23,7033,3.5
23,8192,3.5
23,8302,4
23,9575,4
23,9582,3.5
23,10899,3.5
23,11315,3.5
23,11462,3.5
23,12025,3.5
23,12654,3
23,12874,3.5
23,13121,4
23,13789,3
23,13882,3.5
23,14032,4
23,14873,3.5
23,15217,3.5
23,15563,3.5
23,16224,3.5
23,16373,3
23,16930,3
23,16979,3.5
23,17062,4
23,17540,2.5
23,17953,3
23,18348,2.5
23,18398,3.5
23,18573,4
23,19725,3.5
23,20634,3.5
23,21267,4
23,21495,3.5
23,22329,4
23,23006,4
23,23620,3
23,23900,2.5
24,16,4
24,21,4
24,22,5
24,42,3
24,47,5
24,81,2
24,109,5
24,110,5
24,258,4
24,286,3
24,290,5
24,294,4
24,347,4
24,365,3
24,377,4
24,451,4
24,454,4
24,471,5
24,477,4
24,514,4
24,524,4
24,540,2
24,585,4
24,587,3
24,588,4
24,594,4
24,666,3
24,696,3
24,738,3
24,743,4
24,750,3
24,844,5
